000000000000000000100000010001001000000,00000100000000000100000010000000000000,0000000010000010000000100100001000000,001001001000000000000000100000010000,01011100000000000001000000000100000,0000000111000000000000000000000001,011000000100000000100100001000010,00000000010000000010001000001000,0000000100000000000000010100010,100000000000000000000000010000,00100000000101001000000010001,0000010000000000000001000000,000000000000000100000010000,10000000100000000100000001,1001000000000000100000000,001000000001010000000001,00010000000000011000110,0000000000111001001000,000000000110100000000,00000010000001000000,0000000000001000100,000001000001000000,00000100100010000,1001000011000100,001000010100000,00100001000000,0001000000000,000001000001,10100010000,0000001000,001000000,00000000,0100100,000100,00000,0000,000,00,0,
000000000000000110100000010000001000000,00000100000000000100000000000000000000,0000100010000000000000100101000000000,101001001000000000000000100000000010,00011000000000000000000000000100010,0000000101000000000001000000000001,000010000000000000100100000000010,00000000000100000010101000001000,0000000000000000000000000100010,101000001000001000000000100000,00000001000101001000100010000,0000110010000100001000000010,000001000000000100000000000,11000000000001000100000000,1001000000000000100010000,001000000001110000001001,10010000000000001000000,0000000010001000000000,000000000100000010000,00000010000001000000,0010000000011000110,000001000001000000,00000000100010000,0001000011100100,001000000100000,00100000000000,0001000000000,000101100001,00000001000,0000001000,000000000,00010000,0100110,000000,00010,0000,000,00,0,
000000000000000010100000010000001000000,00000100000000000100000000001000000000,0000000000000010000000100100000000000,101011001000000000001000100000000000,00010000000000000001000000000000000,0000000111000000000001000000000001,010000000100010000100100001000010,00000000010000000000001000001000,0000000000010001000000010100010,101000000000001000000000000000,01100000000101001000100010000,0000010000000100000001000000,000001000000000100000010000,10000000000001000100000000,1001000100000000100000000,001000000001110000000001,00010000000000001000000,0100000110101001001000,000100000100000010000,00000010001001000000,0000000000011000110,000001000001000000,00000000100010000,1000000011100100,001000001100000,00100001000000,0000000000000,000001000001,10000001000,0000001000,000000000,00000000,0100100,000100,00000,0000,000,00,0,
000000000000000010100000010001001000000,00000100000000000100000000000000000000,0000000010000010000000100100001000000,101001001000000000000000100000000000,01011100000000000001000000010100010,0000000101000000000001000000000001,000000000100000000100100001000010,00000000010100000010011000001000,0000000100000000000000010000010,101000000000000000000000010000,00100000000101001000000010000,0000010000000000000001000000,000000000000000100000010000,01000000100001000100000000,1001000000000000100000000,001000000001010100000001,00010000000000011000010,0000000000111001000000,000000000110100000000,00000010000001000000,0000000000011000000,000001000001000000,00000100100010000,1001000011000100,001000010100000,00100001000000,0001000000000,000001000001,10100010000,0000001000,000000000,00000000,1100100,000100,00000,0000,000,00,0,
000000000000000000100000010001001000000,00000100000000000100000010000000000000,0000000010000010000000100100001000000,000001001000000000000000100000010000,01011100000000000001000000000100010,0000000101000000000000000000000001,001000000100000000100100001000010,00000000000000000010001000001000,0000000000000000000000010100010,100000000000000000100000010000,00100000000101001000000010001,0000010000000000000001000000,000000000000000100000010000,11000000100000000100000001,1001000000000000100000000,001000000001110000000001,00010000000000011000010,0000000000101001001000,000000000100100000000,00000010000001000000,0000000000011000100,000001000001000000,00000100100010000,0001000001000100,001000000100100,00100001000000,0001000000000,000001000101,10100011000,0000001000,001001000,00000000,0100110,000100,00100,0000,000,00,0,
000000000000000110110010010000001000000,00000100000000000100000000001000000000,0000100000000000000000100101000001000,101011011000000000000000100000000010,00011000000000000000000000000000000,0000000011000000000000000000000001,000010000000000000100100000000000,00000000000000000000001000001000,1000000000000000000000000100010,101000000000000000000000100000,01000001000101001000000110000,0000110000000100001010000010,000001000000000100000000000,10000000000001000000000001,1001000000001000100010001,001000000001110000001001,10010000000000010000000,0000000010001000000000,000000000100000010000,00000010001001000000,0010000000010100100,000001000001000000,00001000100010000,0001000001100100,001000000100000,00101000000000,0001000000000,000101100001,00000001000,0000001000,000000000,00010000,0100010,000000,00110,0000,000,00,0,
000000000000000010100000010000001000000,00000100000000000100000000000000000000,0001100010000010000000100101000001000,101011001000000000000000000000000010,00011000000000000001000000000100000,0000000111000000000001000000000001,000011000000010000100100000000010,00000000000100000000001000001000,0000000000000000000000010100010,101000000000001000000000000000,01000001000101001000100010000,0000110010000100000000000000,000001000000000100000000000,10000000000001000100000000,1001000000000000100000000,001000000001110000001001,10010000000000001000000,0000000010001001000000,000000000100100010000,00000010001001000000,0000000000011000110,000001000001000000,00000000100010000,1001000011100100,001000000100000,00000000000000,0001000000000,000101000001,00000001000,0000001000,000000000,00010000,0100110,000100,00000,0000,000,00,0,
000000000010000010100000010000001000000,00000100000000000100000000000000000000,0000000010000010000000000100001000000,001001001000000000100000000000010000,01011100000000000000000000000000010,0000000111000000000001000000000001,001001000100000000100100001000010,00000000000100000010001000001000,0100000000000000000000010100010,100000000000100000000000000000,00000000000101001000000100000,0000010000000000000001000000,000000000000000100000010000,10000000100001000100000000,1001000000000000100000000,001000000001010000000001,00000000000000001000010,0000000010111000001000,000000000110100010000,00000010000001000000,0000000000011000110,010001000001000000,00001000100010000,0001000001000100,001000000100100,00100001000000,0001000000000,000000000101,10001010000,0000001000,000001000,00010000,0100110,000110,00100,0000,000,00,0,
000000000000000010100000010001001000000,00000100000000000100000000000000000000,0000000010000010000000000100001001000,101001001000000000000000100000010000,01011100000000000000000000010100010,0000000111000000000000000000000001,000000000100000000100100001000010,00000000010100000010001000001000,0000000000000000000000010000010,100000000000100000000000010000,00100000000101001000000100000,0000010000000000000001000000,000000000000000100000010000,10000000100001000100000001,1001000000000000100000000,001000000001110000000001,00010000000000001000010,0000000000001001001000,000000000100100000000,00000010000001000000,0000000000011000110,000001000001000000,00000000100010000,0001000001000100,001000000100000,00100001000000,0001000000000,000001100101,10101011000,0000001000,000000000,00010000,0100110,000100,00100,0000,000,00,0,
000000000000000010100000010000001000000,00000100000000000100000000000000000000,0000000000000010000000100100000000000,101011001000000000000000100000000000,00011000000000000001000000000100000,0000000111000000000000000000000001,010010000100010000100100000000010,00000000010100000000101000001000,0000000000010000000000010100010,001000000000001000000000000000,01000001000101001000100010000,0000110000000100000001000000,000001000001000100000000000,10000000000001000100000001,1001000000000000100000000,001000000001110000001001,00010000000000001000000,0000000110101001000000,000000000100100010000,00000010001001000000,0000000000011000010,000001000001000000,00000000100010000,1000000011000100,001000011100000,00100000000000,0001000000000,000101000001,00000001000,0000001000,000000000,00010000,1100100,000100,00000,0000,000,00,0,
